ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;WDPAID
4567;0607.51.4567;;PARQUE NATURAL MUNICIPAL NASCENTE DO RIO TAQUARI;Municipal;Parque;Category II;MT;2001;2012;Lei ordinária 287/2001 de 27/11/2001;Alteração de nome: Lei ordinária 314/2002 de 07/08/2002 - Regulamentação: Lei ordinária 709/2012 de 20/12/2012;ALTO TAQUARI (MT);Não;Não;PREFEITURA MUNICIPAL DE ALTO TAQUARI - MT;1;123,1283222;123,1283222;118;;0;0;123,1283222;0;0;0;0;Cerrado;0;Proteção Integral;1;0;;0;0;0;;;;;555759024
3855;0760.52.3855;;ÁREA DE PROTEÇÃO AMBIENTAL FAZENDA NOVA;Municipal;Área de Proteção Ambiental;Category V;GO;2018;2023;Decreto legislativo 056/2018 de 08/10/2018;Redução: Lei ordinária 674/2023 de 06/07/2023;FAZENDA NOVA (GO);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DE FAZENDA NOVA - GO;1;1.294;1.294;7204;;0;0;1.294;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682169
2847;0830.50.2847;;PARQUE NATURAL MUNICIPAL DO POMBO;Municipal;Parque;Category II;MS;2006;2013;Decreto 105/2006 de 09/11/2006;Regulamentação: Decreto 108/2006 de 14/11/2006 - Revisão dos limites: Decreto 004/2007 de 16/01/2007 - Ampliação: Decreto 169/2013 de 15/07/2013 - Revisão dos limites: Decreto 177/2013 de 19/07/2013 - Ampliação: Decreto 168/2013 de 15/07/2013;TRÊS LAGOAS (MS);Sim;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE TRÊS LAGOAS - MS;1;8.033;8.033;3.300;;0;0;8.033;0;0;0;0;Cerrado;0;Proteção Integral;1;0;;0;0;0;;;;;555636566
3857;0993.52.3857;;ÁREA DE PROTEÇÃO AMBIENTAL INACIOLÂNDIA;Municipal;Área de Proteção Ambiental;Category V;GO;2018;2019;Decreto 0261/2018 de 09/11/2018;Redução: Lei ordinária 863/2019 de 05/06/2019;INACIOLÂNDIA (GO);Não;Não;PREFEITURA MUNICIPAL DE INACIOLÂNDIA - GO;1;108;108;13.390;;0;0;108;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682263
4446;1001.22.4446;;ÁREA DE PROTEÇÃO AMBIENTAL PREFEITO JOÃO MENDES OLÍMPIO;Municipal;Área de Proteção Ambiental;Category V;PI;1981;2017;Decreto 339 de 29/07/1981;Alteração de nome: Decreto 2.329 de 12/05/1993 - Recategorização: Decreto 17.374 de 12/12/2017;TERESINA (PI);Sim;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DE TERESINA - PI;1;15;15;15;;0;0;15;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555758927
3860;1600.52.3860;;ÁREA DE PROTEÇÃO AMBIENTAL PANAMÁ;Municipal;Área de Proteção Ambiental;Category V;GO;2018;2019;Decreto 276/2018 de 16/10/2018;Redução: Decreto 362/2019 de 14/06/2019;PANAMÁ (GO);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE PANAMÁ - GO;1;64,75098073;64,75098073;15256;;0;0;64,75098073;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682287
4063;2710.31.4063;;PARQUE NATURAL MUNICIPAL DAS SUCUPIRAS;Municipal;Parque;Category II;MG;2018;2020;Lei ordinária 6375 de 29/08/2018;Retificação: Lei ordinária 6503 de 22/12/2020;FRUTAL (MG);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE FRUTAL - MG;1;4;4;3,32;;0;0;4;0;0;0;0;Cerrado;0;Proteção Integral;1;0;;0;0;0;;;;;555715710
4555;3201.29.4555;;PARQUE NATURAL MUNICIPAL ENGENHEIRO GERALDO ROCHA;Municipal;Parque;Category II;BA;2020;2020;Decreto 264/2020 de 13/11/2020;Revisão dos limites: Outros errata decreto 264/2020 de 01/12/2020;BARREIRAS (BA);Sim;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E SUSTENTABILIDADE DE BARREIRAS - BA;1;22;22;44,54;;0;0;22;0;0;0;0;Cerrado;0;Proteção Integral;1;0;;0;0;0;;;;;555759016
2822;4650.31.2822;;PARQUE NATURAL MUNICIPAL DONA ZIZA;Municipal;Parque;Category II;MG;2006;2013;Lei ordinária 1.019/2006 de 03/10/2006;Retificação: Lei ordinária 1.224/2013 de 05/09/2013;PAINS (MG);Sim;Sim;CONSELHO MUNICIPAL DE DEFESA DO MEIO AMBIENTE DE PAINS - MG;0;11;11;17,42;;0;0;11;0;0;0;0;Cerrado;0;Proteção Integral;1;0;;0;0;0;;;;;555682932
4576;4807.51.4576;;PARQUE NATURAL MUNICIPAL AUGUSTO RUSCHI;Municipal;Parque;Category II;MT;1991;2009;Lei ordinária 495 de 10 de dezembro de 1991 de 10/12/1991;Retificação: Lei ordinária 1.181 de 15 de agosto de 2009 de 15/08/2009;JACIARA (MT);Não;Não;SUPERINTENDÊNCIA DE MEIO AMBIENTE DE JACIARA - MT;1;50;50;48,54;;0;0;50;0;0;0;0;Cerrado;0;Proteção Integral;1;0;;0;0;0;;;;;555759235
4658;6606.50.4658;;ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO APA;Municipal;Área de Proteção Ambiental;Category V;MS;2004;2023;Decreto 4.743 de 30/06/2004;Ampliação: Decreto 4.882 de 12/04/2005 - Revisão dos limites: Decreto 9.403 de 01/03/2023;PONTA PORÃ (MS);Sim;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE PONTA PORÃ - MS;1;19.591;19.591;300;;0;0;19.591;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555783607
4646;8402.51.4646;;PARQUE NATURAL MUNICIPAL TANQUE DO FANCHO;Municipal;Parque;Category II;MT;1996;2023;Decreto 20/1996 de 04/06/1996;Recategorização: Decreto 63/2023 de 27/09/2023;VÁRZEA GRANDE (MT);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E DESENVOLVIMENTO RURAL SUSTENTÁVEL DE VÁRZEA GRANDE - MT;1;6;6;4,98;;0;0;6;0;0;0;0;Cerrado;0;Proteção Integral;1;0;;0;0;0;;;;;555783679
4563;8807.31.4563;;ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO CÓRREGO DA VELHA;Municipal;Área de Proteção Ambiental;Category V;MG;2001;2023;Lei ordinária 1123/2001 de 10/04/2001;Reavaliação: Lei ordinária 1421/2005 de 12/04/2005 - Reavaliação: Lei ordinária 2872/2023 de 29/03/2023;LUZ (MG);Não;Não;SECRETARIA DE AGRICULTURA, DESENVOLVIMENTO ECONÔMICO E MEIO AMBIENTE DE LUZ - MG;1;4.004;4.004;4653;;0;0;4.004;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555758885
2567;0000.50.2567;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRAS DO SÃO BENTO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2011;2010;Resolução 15 de 11/07/2011;Sem informação.;COXIM (MS);Não;Não;INSTITUTO DE MEIO AMBIENTE DO MATO GROSSO DO SUL - MS;1;3035,271801;3035,271801;3,04;;0;0;3032,920641;0;0;2,351160589;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555576250
31;0000.00.0031;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CAPETINGA - TAQUARA;Federal;Área de Relevante Interesse Ecológico;Category IV;DF;1985;1985;Decreto 91.303 de 03/06/1985;Sem informação.;BRASÍLIA (DF);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2.057;2.057;2100;;0;0;2.057;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;10086
1040;0000.00.1040;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SÍTIO ECOLÓGICO MONTE SANTO;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;1998;1998;Portaria 146-N de 30/10/1998;Sem informação.;PALMAS (TO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;53;53;53;;0;0;53;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682580
1041;0000.00.1041;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MINNEHAHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;1996;1996;Portaria 105/96-N de 26/11/1996;Sem informação.;ALMAS (TO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;745;745;745;;0;0;745;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682582
1043;0000.00.1043;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUA BONITA;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;2000;2000;Portaria 106 de 27/12/2000;Sem informação.;ABREULÂNDIA (TO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;128;128;127,95;;0;0;128;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682584
1044;0000.00.1044;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SITIO PALMITAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;1999;1999;Portaria 103/99-N de 24/11/1999;Sem informação.;ITÁPOLIS (SP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;24;24;24,3;;0;0;24;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682721
1066;0000.00.1066;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE DOS PÁSSAROS;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;2002;2002;Portaria 60 de 18/04/2002;Sem informação.;BRAGANÇA PAULISTA (SP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;175;175;174,9;;0;0;175;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682636
1067;0000.00.1067;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PALMIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;2001;2001;Portaria 156 de 24/10/2001;Sem informação.;SERRA AZUL (SP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;242;242;242;;0;0;242;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682647
1191;0000.00.1191;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOQUEIRÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MS;1996;1996;Portaria 1-N de 10/01/1996;Sem informação.;BONITO (MS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;174;174;173,6;;0;0;174;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682551
1217;0000.00.1217;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO LUIZ;Federal;Reserva Particular do Patrimônio Natural;Category IV;MT;1994;1994;Portaria 104-N de 04/10/1994;Sem informação.;CUIABÁ (MT);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;195;195;200;;0;0;195;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682769
1223;0000.00.1223;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE ECOLÓGICO JOÃO BASSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MT;1997;1997;Portaria 170-N de 29/12/1997;Sem informação.;RONDONÓPOLIS (MT);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;3.556;3.556;3624,57;;0;0;3.556;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682757
1225;0000.00.1225;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA DA MATA FRIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MT;2000;2000;Portaria 60 de 27/09/2000;Sem informação.;CHAPADA DOS GUIMARÃES (MT);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;10;10;9,95;;0;0;10;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682760
1229;0000.00.1229;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA RAMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MT;2002;2002;Portaria 54/2002 de 18/04/2002;Sem informação.;ÁGUA BOA (MT);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;394;394;400;;0;0;394;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682759
1234;0000.00.1234;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA AMÉRICA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MS;1994;1994;Portaria 94-N de 09/09/1994;Sem informação.;BONITO (MS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;401;401;401;;0;0;401;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682550
1240;0000.00.1240;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SINGAPURA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MS;1994;1994;Portaria 66-N de 17/06/1994;Sem informação.;BONITO (MS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;445;445;456;;0;0;445;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682543
1245;0000.00.1245;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA SANTA INÊS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MS;1991;1991;Portaria 3 de 24/04/1991;Sem informação.;CAMPO GRANDE (MS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;133;133;132,64;;0;0;133;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682770
1249;0000.00.1249;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁREA DE PROTEÇÃO DO RESERVATÓRIO DE JURAMENTO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1998;1998;Portaria 99-N de 13/07/1998;Sem informação.;JURAMENTO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;3.108;3.108;3.108;;0;0;3.108;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682966
1250;0000.00.1250;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA VEREDA GRANDE;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1990;1990;Portaria 643/1990 de 03/05/1990;Sem informação.;PRESIDENTE OLEGÁRIO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2.975;2.975;2.995;;0;0;2.975;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682698
1251;0000.00.1251;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL UNIDADE DE CONSERVAÇÃO DE GALHEIROS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1995;1995;Portaria 73- N de 06/09/1995;Sem informação.;PERDIZES (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;2.695;2.695;2694,73;;0;0;2.695;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682687
1253;0000.00.1253;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CAETANO-LUGAR SANTO AGOSTINHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1992;1993;Portaria 146/92-N de 30/12/1992;Sem informação.;PARACATU (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;1.184;1.184;1.184;;0;0;1.184;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682852
1262;0000.00.1262;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA FUNDAÇÃO ROCHA LOURES;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2000;2000;Portaria 16/2000 de 17/03/2000;Sem informação.;UNAÍ (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;298;298;300;;0;0;298;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682658
1264;0000.00.1264;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CRUZEIRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1999;1999;Portaria 04/99-N de 01/02/1999;Sem informação.;DIAMANTINA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;180;180;180;;0;0;180;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682696
1265;0000.00.1265;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOM JARDIM;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1997;1997;Portaria 125/97-N de 27/10/1997;Sem informação.;MATOZINHOS (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;173;173;172,8;;0;0;173;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682735
1268;0000.00.1268;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CACHOEIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1997;1997;Portaria 126/97-N de 27/10/1997;Sem informação.;SERRA DO SALITRE (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;122;122;122;;0;0;122;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682734
1271;0000.00.1271;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA GANA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1997;1997;Portaria 26/97-N de 11/04/1997;Sem informação.;TUPACIGUARA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;93;93;93,36;;0;0;93;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682700
1274;0000.00.1274;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL  MORRO DA CRUZ DAS ALMAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1998;1998;Portaria 10/98-N de 22/01/1998;Sem informação.;PARACATU (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;73;73;73,44;;0;0;73;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682717
1283;0000.00.1283;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DO CERRADÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2001;2001;Portaria 92/2001 de 16/08/2001;Sem informação.;SÃO ROQUE DE MINAS (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;38;38;37,7;;0;0;38;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682716
1291;0000.00.1291;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABECEIRA DAS FLORES;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2001;2001;Portaria 171/2001 de 20/11/2001;Sem informação.;PAINEIRAS (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;28;28;28,32;;0;0;28;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682678
1293;0000.00.1293;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATO VIRGEM DO LAGRADOURO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1998;1998;Portaria 13/98-N de 30/01/1998;Sem informação.;CORINTO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;25;25;25;;0;0;25;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682701
1298;0000.00.1298;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DO SINO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1997;1997;Portaria 94/97-N de 15/08/1997;Sem informação.;BETIM (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;16;16;16;;0;0;16;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682744
1304;0000.00.1304;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SARANDI;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2000;2000;Portaria 90/2000 de 14/11/2000;Sem informação.;SANTA BÁRBARA DO MONTE VERDE (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;3;3;3,5;;0;0;3;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682740
1305;0000.00.1305;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA CRUZ - MACUQUINHOS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1997;1997;Portaria 78 de 08/07/1997;Sem informação.;CONCEIÇÃO DO PARÁ (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;4;4;3,5;;0;0;4;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682968
1317;0000.00.1317;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO FRANCISCO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1997;1997;Portaria 173-N de 29/12/1997;Sem informação.;BACABAL (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;150;150;150;;0;0;150;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682570
1318;0000.00.1318;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTIVA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1994;1994;Portaria 53-N/1994  de 23/05/1994;Sem informação.;SÃO BENEDITO DO RIO PRETO (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;117;117;116,57;;0;0;117;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682850
1319;0000.00.1319;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA DO CAJU;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1999;1999;Portaria 96-N de 08/11/1999;Sem informação.;ARAIOSES (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;101;101;102;;0;0;101;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;1;1;;;;;555682571
1321;0000.00.1321;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PANTANAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1999;1999;Portaria 21/99-N de 23/02/1999;Sem informação.;CODÓ (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;41;41;41;;0;0;41;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682568
1326;0000.00.1326;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTAL DO JABURU;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2000;2000;Portaria 38 de 26/06/2000;Sem informação.;NOVA CRIXÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;2.904;2.904;2.904;;0;0;2.904;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682673
1328;0000.00.1328;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA RIO VERMELHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2002;2002;Portaria 110 de 08/08/2002;Sem informação.;BRITÂNIA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1.582;1.582;1592,6;;0;0;1.582;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682671
1329;0000.00.1329;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA BOCA DA MATA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1998;1998;Portaria 150/98-N de 05/11/1998;Sem informação.;ARUANÃ (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;962,0563893;962,0563893;1058,19;;0;0;962,0563893;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682841
1331;0000.00.1331;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARRUDA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1995;1995;Portaria 35/95-N de 02/06/1995;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;800;800;800;;0;0;800;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682817
1332;0000.00.1332;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PINDORAMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1998;1998;Portaria 59-N de 14/05/1998;Sem informação.;ITABELA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;636;636;47;;0;0;636;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;0;0;0;;;;;555682522
